date,title,creator,original_url,original_status,original_video_title,original_channel,original_duration_seconds,original_youtube_status,original_error,original_checked_at,final_url,final_status,final_video_title,final_channel,final_duration_seconds,final_checked_at,replaced,selection_reason,original_independent_recheck_error,replacement_independent_recheck,replacement_independent_checked_at
04-26,"Il cimento dell'armonia e dell'inventione, including Le quattro stagioni (The Four Seasons)",Vivaldi,https://www.youtube.com/watch?v=sglI8vmqMkQ,playable,"A. Vivaldi: Il Cimento dell'Armonia e dell'Invenzione, Op.8 [The Avison Ensemble]",Dramma per musica,6826,OK,,2026-09-23T05:29:32+00:00,https://www.youtube.com/watch?v=sglI8vmqMkQ,playable,"A. Vivaldi: Il Cimento dell'Armonia e dell'Invenzione, Op.8 [The Avison Ensemble]",Dramma per musica,6826,2026-09-23T05:29:32+00:00,False,,,,
04-27,"Symphony #3, op. 27 ""Sinfonia Espansiva""",Nielsen,https://www.youtube.com/watch?v=VNNP_4TYnV4,playable,Carl Nielsen - Symfony nr 3 - Espansiva - The Royal Orchestra - Leonard Bernstein,Demandfulltruth,2425,OK,,2026-09-23T05:29:34+00:00,https://www.youtube.com/watch?v=VNNP_4TYnV4,playable,Carl Nielsen - Symfony nr 3 - Espansiva - The Royal Orchestra - Leonard Bernstein,Demandfulltruth,2425,2026-09-23T05:29:34+00:00,False,,,,
04-28,"Piano Concerto #27 in B-flat, K. 595",Mozart,https://www.youtube.com/watch?v=Yaaksm19IzU,playable,Mozart Piano Concerto No 27 B flat major K 595 Daniel Barenboim Wiener Philharmoniker,Sonorum Concentus Mozart & Classicism,2018,OK,,2026-09-23T05:29:35+00:00,https://www.youtube.com/watch?v=Yaaksm19IzU,playable,Mozart Piano Concerto No 27 B flat major K 595 Daniel Barenboim Wiener Philharmoniker,Sonorum Concentus Mozart & Classicism,2018,2026-09-23T05:29:35+00:00,False,,,,
04-29,"Concerto for Orchestra, Sz. 116",Bartók,https://www.youtube.com/watch?v=9uwpuyc7nS4,playable,"Bartok Concerto for Orchestra, Sz. 116",Prok Prok,2222,OK,,2026-09-23T05:29:36+00:00,https://www.youtube.com/watch?v=9uwpuyc7nS4,playable,"Bartok Concerto for Orchestra, Sz. 116",Prok Prok,2222,2026-09-23T05:29:36+00:00,False,,,,
04-30,Concierto de Aranjuez,Rodrigo,https://www.youtube.com/watch?v=Idsb6gk6j_U,playable,Concierto de Aranjuez. II Adagio. Joaquín Rodrigo. Pablo Saínz Villegas/Carlos Kalmar/ORTVE.,Joaquín Rodrigo,747,OK,,2026-09-23T05:29:37+00:00,https://www.youtube.com/watch?v=Idsb6gk6j_U,playable,Concierto de Aranjuez. II Adagio. Joaquín Rodrigo. Pablo Saínz Villegas/Carlos Kalmar/ORTVE.,Joaquín Rodrigo,747,2026-09-23T05:29:37+00:00,False,,,,
05-01,"Der Erlkönig, D. 328",Schubert,https://www.youtube.com/watch?v=Mrgvbd_OfsA,playable,Der Erlkönig D.328 - F. Schubert - Regula Mühlemann,Regula Mühlemann,247,OK,,2026-09-23T05:29:38+00:00,https://www.youtube.com/watch?v=Mrgvbd_OfsA,playable,Der Erlkönig D.328 - F. Schubert - Regula Mühlemann,Regula Mühlemann,247,2026-09-23T05:29:38+00:00,False,,,,
05-02,"Symphony #5 in B-flat, op. 100",Prokofiev,https://www.youtube.com/watch?v=vCXaPxeSkkI,playable,"Prokofiev - Symphony No 5 in B flat major, Op 100 - Nézet-Séguin",Classical Vault 1,2606,OK,,2026-09-23T05:29:39+00:00,https://www.youtube.com/watch?v=vCXaPxeSkkI,playable,"Prokofiev - Symphony No 5 in B flat major, Op 100 - Nézet-Séguin",Classical Vault 1,2606,2026-09-23T05:29:39+00:00,False,,,,
05-03,"Piano Trio in A minor, op. 67",Ravel,https://www.youtube.com/watch?v=xFfoTqQbjA4,playable,Ravel's Piano Trio in A Minor - La Jolla Music Society SummerFest,University of California Television (UCTV),1700,OK,,2026-09-23T05:29:41+00:00,https://www.youtube.com/watch?v=xFfoTqQbjA4,playable,Ravel's Piano Trio in A Minor - La Jolla Music Society SummerFest,University of California Television (UCTV),1700,2026-09-23T05:29:41+00:00,False,,,,
05-04,Der Ring des Nibelungen (The Ring of the Nibelung),Wagner,https://www.youtube.com/watch?v=1PBhlPeTJ_g,playable,Wagner: Der Ring des Nibelungen (arr. De Vlieger) - Radio Filharmonisch Orkest - Live concert HD,AVROTROS Klassiek,4160,OK,,2026-09-23T05:29:42+00:00,https://www.youtube.com/watch?v=1PBhlPeTJ_g,playable,Wagner: Der Ring des Nibelungen (arr. De Vlieger) - Radio Filharmonisch Orkest - Live concert HD,AVROTROS Klassiek,4160,2026-09-23T05:29:42+00:00,False,,,,
05-05,"Piano Trio #4 in E minor, op. 90 ""Dumky""",Dvořák,https://www.youtube.com/watch?v=vDPkMvUAgqo,playable,"A. Dvořák – Piano Trio No. 4 in E Minor ""Dumky"", Op. 90 (Beaux Arts Trio)",Slavic Spoon,2007,OK,,2026-09-23T05:29:43+00:00,https://www.youtube.com/watch?v=vDPkMvUAgqo,playable,"A. Dvořák – Piano Trio No. 4 in E Minor ""Dumky"", Op. 90 (Beaux Arts Trio)",Slavic Spoon,2007,2026-09-23T05:29:43+00:00,False,,,,
05-06,"Piano Concerto #5 in E-flat, op. 73 'Emperor'",Beethoven,https://www.youtube.com/watch?v=qSeg69d3CQ8,playable,"Beethoven Piano Concerto No. 5 in E-flat major, Op. 73 Adagio Un Poco Mosso",ibakaya,585,OK,,2026-09-23T05:29:44+00:00,https://www.youtube.com/watch?v=qSeg69d3CQ8,playable,"Beethoven Piano Concerto No. 5 in E-flat major, Op. 73 Adagio Un Poco Mosso",ibakaya,585,2026-09-23T05:29:44+00:00,False,,,,
05-07,Tout un monde lointain,Dutilleux,https://www.youtube.com/watch?v=O2qmECLxnCY,playable,Nicolas Altstaedt | DUTILLEUX Tout un monde lointain | Fabien Gabel,Detroit Symphony Orchestra,1788,OK,,2026-09-23T05:29:45+00:00,https://www.youtube.com/watch?v=O2qmECLxnCY,playable,Nicolas Altstaedt | DUTILLEUX Tout un monde lointain | Fabien Gabel,Detroit Symphony Orchestra,1788,2026-09-23T05:29:45+00:00,False,,,,
05-08,Prélude à l'après-midi d'un faune (Prelude to the Afternoon of a Faun),Debussy,https://www.youtube.com/watch?v=Y9iDOt2WbjY,playable,Debussy: Prélude à l’après-midi d’un faune ∙ hr-Sinfonieorchester ∙ Andrés Orozco-Estrada,hr-Sinfonieorchester – Frankfurt Radio Symphony,706,OK,,2026-09-23T05:29:47+00:00,https://www.youtube.com/watch?v=Y9iDOt2WbjY,playable,Debussy: Prélude à l’après-midi d’un faune ∙ hr-Sinfonieorchester ∙ Andrés Orozco-Estrada,hr-Sinfonieorchester – Frankfurt Radio Symphony,706,2026-09-23T05:29:47+00:00,False,,,,
05-09,"Sinfonia concertante in E-flat, K. 364/320d",Mozart,https://www.youtube.com/watch?v=_0hTDZ0whpU,playable,"MOZART~ Sinfonia Concertante , K.364 -  DANIEL BARENBOIM/Staatskapelle Berlin",GreatPerformers1,2023,OK,,2026-09-23T05:29:48+00:00,https://www.youtube.com/watch?v=_0hTDZ0whpU,playable,"MOZART~ Sinfonia Concertante , K.364 -  DANIEL BARENBOIM/Staatskapelle Berlin",GreatPerformers1,2023,2026-09-23T05:29:48+00:00,False,,,,
05-10,Iberia,Albéniz,https://www.youtube.com/watch?v=XkkLsTUTRmw,playable,"Triana (Iberia, VI) - Albéniz",Paco M.,316,OK,,2026-09-23T05:29:49+00:00,https://www.youtube.com/watch?v=XkkLsTUTRmw,playable,"Triana (Iberia, VI) - Albéniz",Paco M.,316,2026-09-23T05:29:49+00:00,False,,,,
05-11,Fantasía para un Gentilhombre,Rodrigo,https://www.youtube.com/watch?v=fnwV92IrClo,playable,"Joaquín Rodrigo, Fantasía para un gentilhombre  - Orquesta Sinfónica de Minería",Orquesta Sinfónica de Minería,1344,OK,,2026-09-23T05:29:51+00:00,https://www.youtube.com/watch?v=fnwV92IrClo,playable,"Joaquín Rodrigo, Fantasía para un gentilhombre  - Orquesta Sinfónica de Minería",Orquesta Sinfónica de Minería,1344,2026-09-23T05:29:51+00:00,False,,,,
05-12,Nocturnes,Chopin,https://www.youtube.com/watch?v=-gDinVAmtA0,playable,Chopin Nocturnes,Wonders of Classical Music,6655,OK,,2026-09-23T05:29:52+00:00,https://www.youtube.com/watch?v=-gDinVAmtA0,playable,Chopin Nocturnes,Wonders of Classical Music,6655,2026-09-23T05:29:52+00:00,False,,,,
05-13,Sinfonietta,Janáček,https://www.youtube.com/watch?v=9aFTv50AoEQ,playable,Janácek - Sinfonietta - Elder,Classical Vault 1,1566,OK,,2026-09-23T05:29:53+00:00,https://www.youtube.com/watch?v=9aFTv50AoEQ,playable,Janácek - Sinfonietta - Elder,Classical Vault 1,1566,2026-09-23T05:29:53+00:00,False,,,,
05-14,"Clarinet Quintet in B minor, op. 115",Brahms,https://www.youtube.com/watch?v=NijYtozUHaw,playable,"Johannes Brahms - Clarinet Quintet in B minor, Op. 115",olla-vogala,2187,OK,,2026-09-23T05:29:54+00:00,https://www.youtube.com/watch?v=NijYtozUHaw,playable,"Johannes Brahms - Clarinet Quintet in B minor, Op. 115",olla-vogala,2187,2026-09-23T05:29:54+00:00,False,,,,
05-15,Ordo Virtutum,Hildegard von Bingen,https://www.youtube.com/watch?v=zUMlhtoGTzY,playable,ORDO VIRTUTUM by Hildegard von Bingen,Ensemble Vocatrix,4190,OK,,2026-09-23T05:29:55+00:00,https://www.youtube.com/watch?v=zUMlhtoGTzY,playable,ORDO VIRTUTUM by Hildegard von Bingen,Ensemble Vocatrix,4190,2026-09-23T05:29:55+00:00,False,,,,
05-16,"String Quartet #6, Sz. 114",Bartók,https://www.youtube.com/watch?v=aR55nJWcJiM,playable,"Béla Bartók - String Quartet No. 6, Sz. 114",invertedninthchord,1747,OK,,2026-09-23T05:29:56+00:00,https://www.youtube.com/watch?v=aR55nJWcJiM,playable,"Béla Bartók - String Quartet No. 6, Sz. 114",invertedninthchord,1747,2026-09-23T05:29:56+00:00,False,,,,
05-17,Missa L'homme armé super voces musicales,Josquin,https://www.youtube.com/watch?v=BKhSYH27Cr4,playable,Missa L'Homme armé super voces musicales,Charles d'Aspermont,2434,OK,,2026-09-23T05:29:58+00:00,https://www.youtube.com/watch?v=BKhSYH27Cr4,playable,Missa L'Homme armé super voces musicales,Charles d'Aspermont,2434,2026-09-23T05:29:58+00:00,False,,,,
05-18,"Piano Sonata #17 in D minor, op. 31/2 ""Tempest""",Beethoven,https://www.youtube.com/watch?v=co6nWmswipo,playable,"Fazıl Say – Beethoven: Piano Sonata No. 17 in D Minor, Op. 31 No. 2, ""The Tempest"": III. Allegretto",Warner Classics,344,OK,,2026-09-23T05:29:59+00:00,https://www.youtube.com/watch?v=co6nWmswipo,playable,"Fazıl Say – Beethoven: Piano Sonata No. 17 in D Minor, Op. 31 No. 2, ""The Tempest"": III. Allegretto",Warner Classics,344,2026-09-23T05:29:59+00:00,False,,,,
05-19,Missa Prolationum,Ockeghem,https://www.youtube.com/watch?v=ZWLsLAujZzI,playable,Johannes Ockeghem - Missa Prolationum - Kyrie,Stephan,324,OK,,2026-09-23T05:30:00+00:00,https://www.youtube.com/watch?v=ZWLsLAujZzI,playable,Johannes Ockeghem - Missa Prolationum - Kyrie,Stephan,324,2026-09-23T05:30:00+00:00,False,,,,
05-20,Symphony of Psalms,Stravinsky,https://www.youtube.com/watch?v=AEx9NxFJ09Y,playable,Stravinsky: Symphony of Psalms - Radio Philharmonic Orchestra and Netherlands Radio Choir - Live HD,AVROTROS Klassiek,1297,OK,,2026-09-23T05:30:01+00:00,https://www.youtube.com/watch?v=AEx9NxFJ09Y,playable,Stravinsky: Symphony of Psalms - Radio Philharmonic Orchestra and Netherlands Radio Choir - Live HD,AVROTROS Klassiek,1297,2026-09-23T05:30:01+00:00,False,,,,
05-21,Le Sacre du printemps (The Rite of Spring),Stravinsky,https://www.youtube.com/watch?v=5UJOaGIhG7A,playable,Stravinsky: Le sacre du printemps / The Rite of Spring - Jaap van Zweden - Full concert in HD,AVROTROS Klassiek,2200,OK,,2026-09-23T05:30:02+00:00,https://www.youtube.com/watch?v=5UJOaGIhG7A,playable,Stravinsky: Le sacre du printemps / The Rite of Spring - Jaap van Zweden - Full concert in HD,AVROTROS Klassiek,2200,2026-09-23T05:30:02+00:00,False,,,,
05-22,"Sonata for Solo Cello, op. 8",Kodály,https://www.youtube.com/watch?v=O0_gw2Lillg,playable,"Zoltán Kodály, Sonata in B minor for solo cello, Op.8, mvt. III, performed by Sebastian Bäverstam",Eidolon Records,547,OK,,2026-09-23T05:30:04+00:00,https://www.youtube.com/watch?v=O0_gw2Lillg,playable,"Zoltán Kodály, Sonata in B minor for solo cello, Op.8, mvt. III, performed by Sebastian Bäverstam",Eidolon Records,547,2026-09-23T05:30:04+00:00,False,,,,
05-23,"Symphony #5 in D minor, op. 47",Shostakovich,https://www.youtube.com/watch?v=9AQMA0XLuAo,deleted_or_unavailable,,,,ERROR,This video is unavailable,2026-09-23T05:30:04+00:00,https://www.youtube.com/watch?v=cg0M4LzEITQ,playable,Schostakowitsch: 5. Sinfonie ∙ hr-Sinfonieorchester ∙ David Afkham,hr-Sinfonieorchester – Frankfurt Radio Symphony,3336,2026-09-23T05:36:04+00:00,True,完整的肖斯塔科维奇第五交响曲 Op.47；法兰克福广播交响乐团官方频道。,ERROR: [youtube] 9AQMA0XLuAo: This video is unavailable,yt-dlp: public metadata and audio formats available; no media downloaded,2026-09-23T05:33:08+00:00
05-24,"Brandenburg Concertos, BWV 1046-1051",Bach,https://www.youtube.com/watch?v=rEzecIGYktA,playable,"Bach: Brandenburg concertos, BWV 1046 - 1051 (300 anniversary) | Václav Luks & Collegium 1704",Frescos ayres del prado,5788,OK,,2026-09-23T05:30:06+00:00,https://www.youtube.com/watch?v=rEzecIGYktA,playable,"Bach: Brandenburg concertos, BWV 1046 - 1051 (300 anniversary) | Václav Luks & Collegium 1704",Frescos ayres del prado,5788,2026-09-23T05:30:06+00:00,False,,,,
05-25,"Diabelli Variations, op. 120",Beethoven,https://www.youtube.com/watch?v=hTmQU4jEgJw,playable,Beethoven Diabelli Variations Op 120 Alfred Brendel piano,Sonorum Concentus Beethoven,3081,OK,,2026-09-23T05:30:07+00:00,https://www.youtube.com/watch?v=hTmQU4jEgJw,playable,Beethoven Diabelli Variations Op 120 Alfred Brendel piano,Sonorum Concentus Beethoven,3081,2026-09-23T05:30:07+00:00,False,,,,
05-26,"Symphony #2 ""A London Symphony""",Vaughan Williams,https://www.youtube.com/watch?v=BhKq8W9xhrU,playable,Ralph Vaughan Williams - Sinfonia N°2  A London Symphony,Jean Sébastien Mazzarino,2801,OK,,2026-09-23T05:30:08+00:00,https://www.youtube.com/watch?v=BhKq8W9xhrU,playable,Ralph Vaughan Williams - Sinfonia N°2  A London Symphony,Jean Sébastien Mazzarino,2801,2026-09-23T05:30:08+00:00,False,,,,
05-27,"Requiem Mass in D minor, K. 626",Mozart,https://www.youtube.com/watch?v=qiMcXzfm9Mg,playable,"Mozart- Requiem In D Minor, K 626 - Requiem",ToniDamnation,416,OK,,2026-09-23T05:30:10+00:00,https://www.youtube.com/watch?v=qiMcXzfm9Mg,playable,"Mozart- Requiem In D Minor, K 626 - Requiem",ToniDamnation,416,2026-09-23T05:30:10+00:00,False,,,,
05-28,"String Quartet #4, Sz. 91",Bartók,https://www.youtube.com/watch?v=E_XNfKk-Qbs,playable,Quatuor Ebène : Bela Bartok  String quartet Nr. 4 C-major Sz 91,FestivalWissembourg,1626,OK,,2026-09-23T05:30:11+00:00,https://www.youtube.com/watch?v=E_XNfKk-Qbs,playable,Quatuor Ebène : Bela Bartok  String quartet Nr. 4 C-major Sz 91,FestivalWissembourg,1626,2026-09-23T05:30:11+00:00,False,,,,
05-29,Vespro della Beata Vergine 1610,Monteverdi,https://www.youtube.com/watch?v=3GYjNj75MFI,playable,Claudio Monteverdi - Vespro della Beata Vergine 1610,olla-vogala,5240,OK,,2026-09-23T05:30:12+00:00,https://www.youtube.com/watch?v=3GYjNj75MFI,playable,Claudio Monteverdi - Vespro della Beata Vergine 1610,olla-vogala,5240,2026-09-23T05:30:12+00:00,False,,,,
05-30,"Academic Festival Overture, op. 80",Brahms,https://www.youtube.com/watch?v=R5pzr5655yw,playable,"Brahms - Academic Festival Overture, Op 80 - Järvi",Classical Vault 1,618,OK,,2026-09-23T05:30:13+00:00,https://www.youtube.com/watch?v=R5pzr5655yw,playable,"Brahms - Academic Festival Overture, Op 80 - Järvi",Classical Vault 1,618,2026-09-23T05:30:13+00:00,False,,,,
05-31,"Preludes, op. 28",Chopin,https://www.youtube.com/watch?v=CU9RgI9j7Do,playable,Chopin - Prelude in E Minor (Op. 28 No. 4),Rousseau,198,OK,,2026-09-23T05:30:14+00:00,https://www.youtube.com/watch?v=CU9RgI9j7Do,playable,Chopin - Prelude in E Minor (Op. 28 No. 4),Rousseau,198,2026-09-23T05:30:14+00:00,False,,,,
06-01,"Symphony #104 in D ""London""",Haydn,https://www.youtube.com/watch?v=OitPLIowJ70,playable,Haydn - Symphony No. 104 - London (Proms 2012),Mandetriens,1735,OK,,2026-09-23T05:30:16+00:00,https://www.youtube.com/watch?v=OitPLIowJ70,playable,Haydn - Symphony No. 104 - London (Proms 2012),Mandetriens,1735,2026-09-23T05:30:16+00:00,False,,,,
06-02,"Symphony #9 in D minor, op. 125 ""Choral""",Beethoven,https://www.youtube.com/watch?v=-v8SQRIKntE,playable,"Symphony No. 9 in D Minor 'Choral', Op. 125: ""Ode to Joy""",ClassicalCentral,385,OK,,2026-09-23T05:30:17+00:00,https://www.youtube.com/watch?v=-v8SQRIKntE,playable,"Symphony No. 9 in D Minor 'Choral', Op. 125: ""Ode to Joy""",ClassicalCentral,385,2026-09-23T05:30:17+00:00,False,,,,
06-03,"Russian Easter Festival Overture, op. 36",Rimsky-Korsakov,https://www.youtube.com/watch?v=z4e8CvxV4Ho,playable,"Nikolai Rimsky-Korsakov - Russian Easter Festival Overture, Op. 36 (1888)",Bartje Bartmans,869,OK,,2026-09-23T05:30:18+00:00,https://www.youtube.com/watch?v=z4e8CvxV4Ho,playable,"Nikolai Rimsky-Korsakov - Russian Easter Festival Overture, Op. 36 (1888)",Bartje Bartmans,869,2026-09-23T05:30:18+00:00,False,,,,
06-04,Symphony #1 in D 'Titan',Mahler,https://www.youtube.com/watch?v=ISBfOpztUZM,playable,"Mahler - Symphony No. 1 ""Titan"" (Bernstein, VPO) FULL VIDEO",Amadeus Radio,3322,OK,,2026-09-23T05:30:19+00:00,https://www.youtube.com/watch?v=ISBfOpztUZM,playable,"Mahler - Symphony No. 1 ""Titan"" (Bernstein, VPO) FULL VIDEO",Amadeus Radio,3322,2026-09-23T05:30:19+00:00,False,,,,
06-05,"Symphony #38 in D, K. 504 ""Prague""",Mozart,https://www.youtube.com/watch?v=1t18CpBuJJM,playable,Mozart: Sinfonie Nr. 38 D-Dur KV 504 (»Prager«) ∙ hr-Sinfonieorchester ∙ Philippe Herreweghe,hr-Sinfonieorchester – Frankfurt Radio Symphony,2242,OK,,2026-09-23T05:30:21+00:00,https://www.youtube.com/watch?v=1t18CpBuJJM,playable,Mozart: Sinfonie Nr. 38 D-Dur KV 504 (»Prager«) ∙ hr-Sinfonieorchester ∙ Philippe Herreweghe,hr-Sinfonieorchester – Frankfurt Radio Symphony,2242,2026-09-23T05:30:21+00:00,False,,,,
06-06,"Piano Sonata #30 in E, op. 109",Beethoven,https://www.youtube.com/watch?v=luiOoylLTvc,playable,Beethoven Piano Sonata Op 109 No 30 in E major FULL,Anastasia Huppmann,1099,OK,,2026-09-23T05:30:22+00:00,https://www.youtube.com/watch?v=luiOoylLTvc,playable,Beethoven Piano Sonata Op 109 No 30 in E major FULL,Anastasia Huppmann,1099,2026-09-23T05:30:22+00:00,False,,,,
06-07,"Symphony #4 in F minor, op. 36",Tchaikovsky,https://www.youtube.com/watch?v=KqV0RGR3Oh8,playable,"Tchaikovsky - Symphony No. 4 in F minor, Op. 36 (Mariinsky Theatre Orchestra, Valery Gergiev)",wocomoMUSIC,2803,OK,,2026-09-23T05:30:23+00:00,https://www.youtube.com/watch?v=KqV0RGR3Oh8,playable,"Tchaikovsky - Symphony No. 4 in F minor, Op. 36 (Mariinsky Theatre Orchestra, Valery Gergiev)",wocomoMUSIC,2803,2026-09-23T05:30:23+00:00,False,,,,
06-08,"Concerti Grossi (12), op. 6",Corelli,https://www.youtube.com/watch?v=UNsrdjzLrzM,deleted_or_unavailable,,,,ERROR,This video is unavailable,2026-09-23T05:30:24+00:00,https://www.youtube.com/watch?v=pLSCaSUhaEU,playable,Corelli: Concerti Grossi Op. 6,Brilliant Classics,7844,2026-09-23T05:36:05+00:00,True,科雷利 Op.6 全套12首大协奏曲；Brilliant Classics 唱片公司，Musica Amphion 古乐器演奏。,ERROR: [youtube] UNsrdjzLrzM: This video is unavailable,yt-dlp: public metadata and audio formats available; no media downloaded,2026-09-23T05:33:14+00:00
06-09,Aida,Verdi,https://www.youtube.com/watch?v=b8rsOzPzYr8,playable,Verdi: Aida - San Francisco Opera (starring Luciano Pavarotti),Warner Classics,9780,OK,,2026-09-23T05:30:26+00:00,https://www.youtube.com/watch?v=b8rsOzPzYr8,playable,Verdi: Aida - San Francisco Opera (starring Luciano Pavarotti),Warner Classics,9780,2026-09-23T05:30:26+00:00,False,,,,
06-10,Sonatas and Interludes for Prepared Piano,Cage,https://www.youtube.com/watch?v=jRHoKZRYBlY,playable,"John Cage - Sonata V (from Sonatas and Interludes) - Inara Ferreira, prepared piano",Inara Ferreira,99,OK,,2026-09-23T05:30:26+00:00,https://www.youtube.com/watch?v=jRHoKZRYBlY,playable,"John Cage - Sonata V (from Sonatas and Interludes) - Inara Ferreira, prepared piano",Inara Ferreira,99,2026-09-23T05:30:26+00:00,False,,,,
06-11,Das wohltemperierte Klavier (The Well-Tempered Clavier),Bach,https://www.youtube.com/watch?v=gVah1cr3pU0,playable,"Lang Lang – Bach: The Well-Tempered Clavier: Book 1, 1.Prelude C Major, BWV 846",Deutsche Grammophon - DG,168,OK,,2026-09-23T05:30:28+00:00,https://www.youtube.com/watch?v=gVah1cr3pU0,playable,"Lang Lang – Bach: The Well-Tempered Clavier: Book 1, 1.Prelude C Major, BWV 846",Deutsche Grammophon - DG,168,2026-09-23T05:30:28+00:00,False,,,,
06-12,"Cello Concerto in B minor, op. 104",Dvořák,https://www.youtube.com/watch?v=nJSlmoXpzfM,playable,Dvorák - Concerto in B minor Op. 104 / Mstislav Rostropovich,Inaldo Nascimento,2601,OK,,2026-09-23T05:30:29+00:00,https://www.youtube.com/watch?v=nJSlmoXpzfM,playable,Dvorák - Concerto in B minor Op. 104 / Mstislav Rostropovich,Inaldo Nascimento,2601,2026-09-23T05:30:29+00:00,False,,,,
06-13,"Fantasia in F minor for piano four-hands, D. 940",Schubert,https://www.youtube.com/watch?v=UyjzqPPXDcw,playable,Schubert: Fantasie in F minor - Lucas & Arthur Jussen,Lucas & Arthur Jussen,1102,OK,,2026-09-23T05:30:30+00:00,https://www.youtube.com/watch?v=UyjzqPPXDcw,playable,Schubert: Fantasie in F minor - Lucas & Arthur Jussen,Lucas & Arthur Jussen,1102,2026-09-23T05:30:30+00:00,False,,,,
06-14,Petrushka,Stravinsky,https://www.youtube.com/watch?v=esD90diWZds,playable,Stravinsky: Petroesjka / Petrouchka Concertgebouw Orchestra Live concert HD,AVROTROS Klassiek,2330,OK,,2026-09-23T05:30:31+00:00,https://www.youtube.com/watch?v=esD90diWZds,playable,Stravinsky: Petroesjka / Petrouchka Concertgebouw Orchestra Live concert HD,AVROTROS Klassiek,2330,2026-09-23T05:30:31+00:00,False,,,,
06-15,"Slavonic Dances, opp. 46 & 72",Dvořák,https://www.youtube.com/watch?v=e4kTHnGfhvE,playable,"Antonin Dvorák - Slavonic Dance op 72, Nr. 2,  Berliner Philharmoniker, Silvesterkonzert 2018",Schandermann,365,OK,,2026-09-23T05:30:33+00:00,https://www.youtube.com/watch?v=e4kTHnGfhvE,playable,"Antonin Dvorák - Slavonic Dance op 72, Nr. 2,  Berliner Philharmoniker, Silvesterkonzert 2018",Schandermann,365,2026-09-23T05:30:33+00:00,False,,,,
06-16,"Piano Sonata #19 in C minor, D. 958",Schubert,https://www.youtube.com/watch?v=_OEaXf8uZUg,playable,"Schubert - Piano Sonata No. 19 in C Minor, D.958 (Audio+Sheet) [Kempff]",PianoJFAudioSheet,1796,OK,,2026-09-23T05:30:34+00:00,https://www.youtube.com/watch?v=_OEaXf8uZUg,playable,"Schubert - Piano Sonata No. 19 in C Minor, D.958 (Audio+Sheet) [Kempff]",PianoJFAudioSheet,1796,2026-09-23T05:30:34+00:00,False,,,,
06-17,Das Lied von der Erde,Mahler,https://www.youtube.com/watch?v=Npy4gjZ81F0,deleted_or_unavailable,,,,ERROR,Video unavailable,2026-09-23T05:30:34+00:00,https://www.youtube.com/watch?v=R81yPON9IHI,playable,Mahler: Das Lied von der Erde / Peter Oundjian · Toronto Symphony Orchestra,Toronto Symphony Orchestra,4138,2026-09-23T05:36:06+00:00,True,完整的马勒大地之歌，男高音与女中音及管弦乐队；多伦多交响乐团官方频道。,ERROR: [youtube] Npy4gjZ81F0: Video unavailable,yt-dlp: public metadata and audio formats available; no media downloaded,2026-09-23T05:33:19+00:00
06-18,"Preludes and Fugues (24), op. 87",Shostakovich,https://www.youtube.com/watch?v=dz7JgJGZeyg,playable,"Dmitri Shostakovich - Prelude and Fugue No. 24, Op. 87 (1950-1951)",Александр,703,OK,,2026-09-23T05:30:36+00:00,https://www.youtube.com/watch?v=dz7JgJGZeyg,playable,"Dmitri Shostakovich - Prelude and Fugue No. 24, Op. 87 (1950-1951)",Александр,703,2026-09-23T05:30:36+00:00,False,,,,
06-19,Fantasia on a Theme by Thomas Tallis,Vaughan Williams,https://www.youtube.com/watch?v=e6pEIHtffqQ,playable,Vaughan Williams - Fantasia on a Theme by Thomas Tallis,Philharmonia Orchestra,1085,OK,,2026-09-23T05:30:37+00:00,https://www.youtube.com/watch?v=e6pEIHtffqQ,playable,Vaughan Williams - Fantasia on a Theme by Thomas Tallis,Philharmonia Orchestra,1085,2026-09-23T05:30:37+00:00,False,,,,
06-20,Mystery (Rosary) Sonatas,Biber,https://www.youtube.com/watch?v=jd2wYGeGsn4&list=PLvszsPl-ZIE6zfwDQ5RafOT3ObUOQ6CA_,playable,"Heinrich Ignaz Franz Biber – Mystery Sonatas (Rosary Sonatas), n. 1",SP's score videos,370,OK,,2026-09-23T05:30:39+00:00,https://www.youtube.com/watch?v=jd2wYGeGsn4&list=PLvszsPl-ZIE6zfwDQ5RafOT3ObUOQ6CA_,playable,"Heinrich Ignaz Franz Biber – Mystery Sonatas (Rosary Sonatas), n. 1",SP's score videos,370,2026-09-23T05:30:39+00:00,False,,,,
06-21,Ballades,Chopin,https://www.youtube.com/watch?v=cV_xvsH_EDk,playable,Zimerman Plays Chopin 4 Ballades,shahar31,2118,OK,,2026-09-23T05:30:40+00:00,https://www.youtube.com/watch?v=cV_xvsH_EDk,playable,Zimerman Plays Chopin 4 Ballades,shahar31,2118,2026-09-23T05:30:40+00:00,False,,,,
06-22,Lieder ohne Worte (Songs Without Words),Mendelssohn,https://www.youtube.com/watch?v=CdDazqakigY,playable,Mendelssohn: Songs Without Words - Lieder Ohne Worte (Full Album),Brilliant Classics,7268,OK,,2026-09-23T05:30:41+00:00,https://www.youtube.com/watch?v=CdDazqakigY,playable,Mendelssohn: Songs Without Words - Lieder Ohne Worte (Full Album),Brilliant Classics,7268,2026-09-23T05:30:41+00:00,False,,,,
